time	Abdomen Tapping	Approach	Female Attack	Freezing	Grooming	Leg Showcase	Mounted	Orientation	Pedipalp Insertion	Pedipalp Showcase	Random Locomotion	Retreat	Vibration interaction
2993.37	0	0	0	0	0	1	0	1	0	0	0	0	0
2993.38	0	0	0	0	0	1	0	1	0	0	0	0	0
2993.39	0	0	0	0	0	1	0	1	0	0	0	0	0
2993.4	0	0	0	0	0	1	0	1	0	0	0	0	0
2993.41	0	0	0	0	0	1	0	1	0	0	0	0	0
2993.42	0	0	0	0	0	1	0	1	0	0	0	0	0
2993.43	0	0	0	0	0	1	0	1	0	0	0	0	0
2993.44	0	0	0	0	0	1	0	1	0	0	0	0	0
2993.45	0	0	0	0	0	1	0	1	0	0	0	0	0
2993.46	0	0	0	0	0	1	0	1	0	0	0	0	0
2993.47	0	0	0	0	0	1	0	1	0	0	0	0	0
2993.48	0	0	0	0	0	1	0	1	0	0	0	0	0
2993.49	0	0	0	0	0	1	0	1	0	0	0	0	0
2993.5	0	0	0	0	0	1	0	1	0	0	0	0	0
2993.51	0	0	0	0	0	1	0	1	0	0	0	0	0
2993.52	0	0	0	0	0	1	0	1	0	0	0	0	0
2993.53	0	0	0	0	0	1	0	1	0	0	0	0	0
2993.54	0	0	0	0	0	1	0	1	0	0	0	0	0
2993.55	0	0	0	0	0	1	0	1	0	0	0	0	0
2993.56	0	0	0	0	0	1	0	1	0	0	0	0	0
2993.57	0	0	0	0	0	1	0	1	0	0	0	0	0
2993.58	0	0	0	0	0	1	0	1	0	0	0	0	0
2993.59	0	0	0	0	0	1	0	1	0	0	0	0	0
2993.6	0	0	0	0	0	1	0	1	0	0	0	0	0
2993.61	0	0	0	0	0	1	0	1	0	0	0	0	0
2993.62	0	0	0	0	0	1	0	1	0	0	0	0	0
2993.63	0	0	0	0	0	1	0	1	0	0	0	0	0
2993.64	0	0	0	0	0	1	0	1	0	0	0	0	0
2993.65	0	0	0	0	0	1	0	1	0	0	0	0	0
2993.66	0	0	0	0	0	1	0	1	0	0	0	0	0
2993.67	0	0	0	0	0	1	0	1	0	0	0	0	0
2993.68	0	0	0	0	0	1	0	1	0	0	0	0	0
2993.69	0	0	0	0	0	1	0	1	0	0	0	0	0
2993.7	0	0	0	0	0	1	0	1	0	0	0	0	0
2993.71	0	0	0	0	0	1	0	1	0	0	0	0	0
2993.72	0	0	0	0	0	1	0	1	0	0	0	0	0
2993.73	0	0	0	0	0	1	0	1	0	0	0	0	0
2993.74	0	0	0	0	0	1	0	1	0	0	0	0	0
2993.75	0	0	0	0	0	1	0	1	0	0	0	0	0
2993.76	0	0	0	0	0	1	0	1	0	0	0	0	0
2993.77	0	0	0	0	0	1	0	1	0	0	0	0	0
2993.78	0	0	0	0	0	1	0	1	0	0	0	0	0
2993.79	0	0	0	0	0	1	0	1	0	0	0	0	0
2993.8	0	0	0	0	0	1	0	1	0	0	0	0	0
2993.81	0	0	0	0	0	1	0	1	0	0	0	0	0
2993.82	0	0	0	0	0	1	0	1	0	0	0	0	0
2993.83	0	0	0	0	0	1	0	1	0	0	0	0	0
2993.84	0	0	0	0	0	1	0	1	0	0	0	0	0
2993.85	0	0	0	0	0	1	0	1	0	0	0	0	0
2993.86	0	0	0	0	0	1	0	1	0	0	0	0	0
2993.87	0	0	0	0	0	1	0	1	0	0	0	0	0
2993.88	0	0	0	0	0	1	0	1	0	0	0	0	0
2993.89	0	0	0	0	0	1	0	1	0	0	0	0	0
2993.9	0	0	0	0	0	1	0	1	0	0	0	0	0
2993.91	0	0	0	0	0	1	0	1	0	0	0	0	0
2993.92	0	0	0	0	0	1	0	1	0	0	0	0	0
2993.93	0	0	0	0	0	1	0	1	0	0	0	0	0
2993.94	0	0	0	0	0	1	0	1	0	0	0	0	0
2993.95	0	0	0	0	0	1	0	1	0	0	0	0	0
2993.96	0	0	0	0	0	1	0	1	0	0	0	0	0
2993.97	0	0	0	0	0	1	0	1	0	0	0	0	0
2993.98	0	0	0	0	0	1	0	1	0	0	0	0	0
2993.99	0	0	0	0	0	1	0	1	0	0	0	0	0
2994.0	0	0	0	0	0	1	0	1	0	0	0	0	0
2994.01	0	0	0	0	0	1	0	1	0	0	0	0	0
2994.02	0	0	0	0	0	1	0	1	0	0	0	0	0
2994.03	0	0	0	0	0	1	0	1	0	0	0	0	0
2994.04	0	0	0	0	0	1	0	1	0	0	0	0	0
2994.05	0	0	0	0	0	1	0	1	0	0	0	0	0
2994.06	0	0	0	0	0	1	0	1	0	0	0	0	0
2994.07	0	0	0	0	0	1	0	1	0	0	0	0	0
2994.08	0	0	0	0	0	1	0	1	0	0	0	0	0
2994.09	0	0	0	0	0	1	0	1	0	0	0	0	0
2994.1	0	0	0	0	0	1	0	1	0	0	0	0	0
2994.11	0	0	0	0	0	1	0	1	0	0	0	0	0
2994.12	0	0	0	0	0	1	0	1	0	0	0	0	0
2994.13	0	0	0	0	0	1	0	1	0	0	0	0	0
2994.14	0	0	0	0	0	1	0	1	0	0	0	0	0
2994.15	0	0	0	0	0	1	0	1	0	0	0	0	0
2994.16	0	0	0	0	0	1	0	1	0	0	0	0	0
2994.17	0	0	0	0	0	1	0	1	0	0	0	0	0
2994.18	0	0	0	0	0	1	0	1	0	0	0	0	0
2994.19	0	0	0	0	0	1	0	1	0	0	0	0	0
2994.2	0	0	0	0	0	1	0	1	0	0	0	0	0
2994.21	0	0	0	0	0	1	0	1	0	0	0	0	0
2994.22	0	0	0	0	0	1	0	1	0	0	0	0	0
2994.23	0	0	0	0	0	1	0	1	0	0	0	0	0
2994.24	0	0	0	0	0	1	0	1	0	0	0	0	0
2994.25	0	0	0	0	0	1	0	1	0	0	0	0	0
2994.26	0	0	0	0	0	1	0	1	0	0	0	0	0
2994.27	0	0	0	0	0	1	0	1	0	0	0	0	0
2994.28	0	0	0	0	0	1	0	1	0	0	0	0	0
2994.29	0	0	0	0	0	1	0	1	0	0	0	0	0
2994.3	0	0	0	0	0	1	0	1	0	0	0	0	0
2994.31	0	0	0	0	0	1	0	1	0	0	0	0	0
2994.32	0	0	0	0	0	1	0	1	0	0	0	0	0
2994.33	0	0	0	0	0	1	0	1	0	0	0	0	0
2994.34	0	0	0	0	0	1	0	1	0	0	0	0	0
2994.35	0	0	0	0	0	1	0	1	0	0	0	0	0
2994.36	0	0	0	0	0	1	0	1	0	0	0	0	0
2994.37	0	0	0	0	0	1	0	1	0	0	0	0	0
2994.38	0	0	0	0	0	1	0	1	0	0	0	0	0
2994.39	0	0	0	0	0	1	0	1	0	0	0	0	0
2994.4	0	0	0	0	0	1	0	1	0	0	0	0	0
2994.41	0	0	0	0	0	1	0	1	0	0	0	0	0
2994.42	0	0	0	0	0	1	0	1	0	0	0	0	0
2994.43	0	0	0	0	0	1	0	1	0	0	0	0	0
2994.44	0	0	0	0	0	1	0	1	0	0	0	0	0
2994.45	0	0	0	0	0	1	0	1	0	0	0	0	0
2994.46	0	0	0	0	0	1	0	1	0	0	0	0	0
2994.47	0	0	0	0	0	1	0	1	0	0	0	0	0
2994.48	0	0	0	0	0	1	0	1	0	0	0	0	0
2994.49	0	0	0	0	0	1	0	1	0	0	0	0	0
2994.5	0	0	0	0	0	1	0	1	0	0	0	0	0
2994.51	0	0	0	0	0	1	0	1	0	0	0	0	0
2994.52	0	0	0	0	0	1	0	1	0	0	0	0	0
2994.53	0	0	0	0	0	1	0	1	0	0	0	0	0
2994.54	0	0	0	0	0	1	0	1	0	0	0	0	0
2994.55	0	0	0	0	0	1	0	1	0	0	0	0	0
2994.56	0	0	0	0	0	1	0	1	0	0	0	0	0
2994.57	0	0	0	0	0	1	0	1	0	0	0	0	0
2994.58	0	0	0	0	0	1	0	1	0	0	0	0	0
2994.59	0	0	0	0	0	1	0	1	0	0	0	0	0
2994.6	0	0	0	0	0	1	0	1	0	0	0	0	0
2994.61	0	0	0	0	0	1	0	1	0	0	0	0	0
2994.62	0	0	0	0	0	1	0	1	0	0	0	0	0
2994.63	0	0	0	0	0	1	0	1	0	0	0	0	0
2994.64	0	0	0	0	0	1	0	1	0	0	0	0	0
2994.65	0	0	0	0	0	1	0	1	0	0	0	0	0
2994.66	0	0	0	0	0	1	0	1	0	0	0	0	0
2994.67	0	0	0	0	0	1	0	1	0	0	0	0	0
2994.68	0	0	0	0	0	1	0	1	0	0	0	0	0
2994.69	0	0	0	0	0	1	0	1	0	0	0	0	0
2994.7	0	0	0	0	0	1	0	1	0	0	0	0	0
2994.71	0	0	0	0	0	1	0	1	0	0	0	0	0
2994.72	0	0	0	0	0	1	0	1	0	0	0	0	0
2994.73	0	0	0	0	0	1	0	1	0	0	0	0	0
2994.74	0	0	0	0	0	1	0	1	0	0	0	0	0
2994.75	0	0	0	0	0	1	0	1	0	0	0	0	0
2994.76	0	0	0	0	0	1	0	1	0	0	0	0	0
2994.77	0	0	0	0	0	1	0	1	0	0	0	0	0
2994.78	0	0	0	0	0	1	0	1	0	0	0	0	0
2994.79	0	0	0	0	0	1	0	1	0	0	0	0	0
2994.8	0	0	0	0	0	1	0	1	0	0	0	0	0
2994.81	0	0	0	0	0	1	0	1	0	0	0	0	0
2994.82	0	0	0	0	0	1	0	1	0	0	0	0	0
2994.83	0	0	0	0	0	1	0	1	0	0	0	0	0
2994.84	0	0	0	0	0	1	0	1	0	0	0	0	0
2994.85	0	0	0	0	0	1	0	1	0	0	0	0	0
2994.86	0	0	0	0	0	1	0	1	0	0	0	0	0
2994.87	0	0	0	0	0	1	0	1	0	0	0	0	0
2994.88	0	0	0	0	0	1	0	1	0	0	0	0	0
2994.89	0	0	0	0	0	1	0	1	0	0	0	0	0
2994.9	0	0	0	0	0	1	0	1	0	0	0	0	0
2994.91	0	0	0	0	0	1	0	1	0	0	0	0	0
2994.92	0	0	0	0	0	1	0	1	0	0	0	0	0
2994.93	0	0	0	0	0	1	0	1	0	0	0	0	0
2994.94	0	0	0	0	0	1	0	1	0	0	0	0	0
2994.95	0	0	0	0	0	1	0	1	0	0	0	0	0
2994.96	0	0	0	0	0	1	0	1	0	0	0	0	0
2994.97	0	0	0	0	0	1	0	1	0	0	0	0	0
2994.98	0	0	0	0	0	1	0	1	0	0	0	0	0
2994.99	0	0	0	0	0	1	0	1	0	0	0	0	0
2995.0	0	0	0	0	0	1	0	1	0	0	0	0	0
2995.01	0	0	0	0	0	1	0	1	0	0	0	0	0
2995.02	0	0	0	0	0	1	0	1	0	0	0	0	0
2995.03	0	0	0	0	0	1	0	1	0	0	0	0	0
2995.04	0	0	0	0	0	1	0	1	0	0	0	0	0
2995.05	0	0	0	0	0	1	0	1	0	0	0	0	0
2995.06	0	0	0	0	0	1	0	1	0	0	0	0	0
2995.07	0	0	0	0	0	1	0	1	0	0	0	0	0
2995.08	0	0	0	0	0	1	0	1	0	0	0	0	0
2995.09	0	0	0	0	0	1	0	1	0	0	0	0	0
2995.1	0	0	0	0	0	1	0	1	0	0	0	0	0
2995.11	0	0	0	0	0	1	0	1	0	0	0	0	0
2995.12	0	0	0	0	0	1	0	1	0	0	0	0	0
2995.13	0	0	0	0	0	1	0	1	0	0	0	0	0
2995.14	0	0	0	0	0	1	0	1	0	0	0	0	0
2995.15	0	0	0	0	0	1	0	1	0	0	0	0	0
2995.16	0	0	0	0	0	1	0	1	0	0	0	0	0
2995.17	0	0	0	0	0	1	0	1	0	0	0	0	0
2995.18	0	0	0	0	0	1	0	1	0	0	0	0	0
2995.19	0	0	0	0	0	1	0	1	0	0	0	0	0
2995.2	0	0	0	0	0	1	0	1	0	0	0	0	0
2995.21	0	0	0	0	0	1	0	1	0	0	0	0	0
2995.22	0	0	0	0	0	1	0	1	0	0	0	0	0
2995.23	0	0	0	0	0	1	0	1	0	0	0	0	0
2995.24	0	0	0	0	0	1	0	1	0	0	0	0	0
2995.25	0	0	0	0	0	1	0	1	0	0	0	0	0
2995.26	0	0	0	0	0	1	0	1	0	0	0	0	0
2995.27	0	0	0	0	0	1	0	1	0	0	0	0	0
2995.28	0	0	0	0	0	1	0	1	0	0	0	0	0
2995.29	0	0	0	0	0	1	0	1	0	0	0	0	0
2995.3	0	0	0	0	0	1	0	1	0	0	0	0	0
2995.31	0	0	0	0	0	1	0	1	0	0	0	0	0
2995.32	0	0	0	0	0	1	0	1	0	0	0	0	0
2995.33	0	0	0	0	0	1	0	1	0	0	0	0	0
2995.34	0	0	0	0	0	1	0	1	0	0	0	0	0
2995.35	0	0	0	0	0	1	0	1	0	0	0	0	0
2995.36	0	0	0	0	0	1	0	1	0	0	0	0	0
2995.37	0	0	0	0	0	1	0	1	0	0	0	0	0
2995.38	0	0	0	0	0	1	0	1	0	0	0	0	0
2995.39	0	0	0	0	0	1	0	1	0	0	0	0	0
2995.4	0	0	0	0	0	1	0	1	0	0	0	0	0
2995.41	0	0	0	0	0	1	0	1	0	0	0	0	0
2995.42	0	0	0	0	0	1	0	1	0	0	0	0	0
2995.43	0	0	0	0	0	1	0	1	0	0	0	0	0
2995.44	0	0	0	0	0	1	0	1	0	0	0	0	0
2995.45	0	0	0	0	0	1	0	1	0	0	0	0	0
2995.46	0	0	0	0	0	1	0	1	0	0	0	0	0
2995.47	0	0	0	0	0	1	0	1	0	0	0	0	0
2995.48	0	0	0	0	0	1	0	1	0	0	0	0	0
2995.49	0	0	0	0	0	1	0	1	0	0	0	0	0
2995.5	0	0	0	0	0	1	0	1	0	0	0	0	0
2995.51	0	0	0	0	0	1	0	1	0	0	0	0	0
2995.52	0	0	0	0	0	1	0	1	0	0	0	0	0
2995.53	0	0	0	0	0	1	0	1	0	0	0	0	0
2995.54	0	0	0	0	0	1	0	1	0	0	0	0	0
2995.55	0	0	0	0	0	1	0	1	0	0	0	0	0
2995.56	0	0	0	0	0	1	0	1	0	0	0	0	0
2995.57	0	0	0	0	0	1	0	1	0	0	0	0	0
2995.58	0	0	0	0	0	1	0	1	0	0	0	0	0
2995.59	0	0	0	0	0	1	0	1	0	0	0	0	0
2995.6	0	0	0	0	0	1	0	1	0	0	0	0	0
2995.61	0	0	0	0	0	1	0	1	0	0	0	0	0
2995.62	0	0	0	0	0	1	0	1	0	0	0	0	0
2995.63	0	0	0	0	0	1	0	1	0	0	0	0	0
2995.64	0	0	0	0	0	1	0	1	0	0	0	0	0
2995.65	0	0	0	0	0	1	0	1	0	0	0	0	0
2995.66	0	0	0	0	0	1	0	1	0	0	0	0	0
2995.67	0	0	0	0	0	1	0	1	0	0	0	0	0
2995.68	0	0	0	0	0	1	0	1	0	0	0	0	0
2995.69	0	0	0	0	0	1	0	1	0	0	0	0	0
2995.7	0	0	0	0	0	1	0	1	0	0	0	0	0
2995.71	0	0	0	0	0	1	0	1	0	0	0	0	0
2995.72	0	0	0	0	0	1	0	1	0	0	0	0	0
2995.73	0	0	0	0	0	1	0	1	0	0	0	0	0
2995.74	0	0	0	0	0	1	0	1	0	0	0	0	0
2995.75	0	0	0	0	0	1	0	1	0	0	0	0	0
2995.76	0	0	0	0	0	1	0	1	0	0	0	0	0
2995.77	0	0	0	0	0	1	0	1	0	0	0	0	0
2995.78	0	0	0	0	0	1	0	1	0	0	0	0	0
2995.79	0	0	0	0	0	1	0	1	0	0	0	0	0
2995.8	0	0	0	0	0	1	0	1	0	0	0	0	0
2995.81	0	0	0	0	0	1	0	1	0	0	0	0	0
2995.82	0	0	0	0	0	1	0	1	0	0	0	0	0
2995.83	0	0	0	0	0	1	0	1	0	0	0	0	0
2995.84	0	0	0	0	0	1	0	1	0	0	0	0	0
2995.85	0	0	0	0	0	1	0	1	0	0	0	0	0
2995.86	0	0	0	0	0	1	0	1	0	0	0	0	0
2995.87	0	0	0	0	0	1	0	1	0	0	0	0	0
2995.88	0	0	0	0	0	1	0	1	0	0	0	0	0
2995.89	0	0	0	0	0	1	0	1	0	0	0	0	0
2995.9	0	0	0	0	0	1	0	1	0	0	0	0	0
2995.91	0	0	0	0	0	1	0	1	0	0	0	0	0
2995.92	0	0	0	0	0	1	0	1	0	0	0	0	0
2995.93	0	0	0	0	0	1	0	1	0	0	0	0	0
2995.94	0	0	0	0	0	1	0	1	0	0	0	0	0
2995.95	0	0	0	0	0	1	0	1	0	0	0	0	0
2995.96	0	0	0	0	0	1	0	1	0	0	0	0	0
2995.97	0	0	0	0	0	1	0	1	0	0	0	0	0
2995.98	0	0	0	0	0	1	0	1	0	0	0	0	0
2995.99	0	0	0	0	0	1	0	1	0	0	0	0	0
2996.0	0	0	0	0	0	1	0	1	0	0	0	0	0
2996.01	0	0	0	0	0	1	0	1	0	0	0	0	0
2996.02	0	0	0	0	0	1	0	1	0	0	0	0	0
2996.03	0	0	0	0	0	1	0	1	0	0	0	0	0
2996.04	0	0	0	0	0	1	0	1	0	0	0	0	0
2996.05	0	0	0	0	0	1	0	1	0	0	0	0	0
2996.06	0	0	0	0	0	1	0	1	0	0	0	0	0
2996.07	0	0	0	0	0	1	0	1	0	0	0	0	0
2996.08	0	0	0	0	0	1	0	1	0	0	0	0	0
2996.09	0	0	0	0	0	1	0	1	0	0	0	0	0
2996.1	0	0	0	0	0	1	0	1	0	0	0	0	0
2996.11	0	0	0	0	0	1	0	1	0	0	0	0	0
2996.12	0	0	0	0	0	1	0	1	0	0	0	0	0
2996.13	0	0	0	0	0	1	0	1	0	0	0	0	0
2996.14	0	0	0	0	0	1	0	1	0	0	0	0	0
2996.15	0	0	0	0	0	1	0	1	0	0	0	0	0
2996.16	0	0	0	0	0	1	0	1	0	0	0	0	0
2996.17	0	0	0	0	0	1	0	1	0	0	0	0	0
2996.18	0	0	0	0	0	1	0	1	0	0	0	0	0
2996.19	0	0	0	0	0	1	0	1	0	0	0	0	0
2996.2	0	0	0	0	0	1	0	1	0	0	0	0	0
2996.21	0	0	0	0	0	1	0	1	0	0	0	0	0
2996.22	0	0	0	0	0	1	0	1	0	0	0	0	0
2996.23	0	0	0	0	0	1	0	1	0	0	0	0	0
2996.24	0	0	0	0	0	1	0	1	0	0	0	0	0
2996.25	0	0	0	0	0	1	0	1	0	0	0	0	0
2996.26	0	0	0	0	0	1	0	1	0	0	0	0	0
2996.27	0	0	0	0	0	1	0	1	0	0	0	0	0
2996.28	0	0	0	0	0	1	0	1	0	0	0	0	0
2996.29	0	0	0	0	0	1	0	1	0	0	0	0	0
2996.3	0	0	0	0	0	1	0	1	0	0	0	0	0
2996.31	0	0	0	0	0	1	0	1	0	0	0	0	0
2996.32	0	0	0	0	0	1	0	1	0	0	0	0	0
2996.33	0	0	0	0	0	1	0	1	0	0	0	0	0
2996.34	0	0	0	0	0	1	0	1	0	0	0	0	0
2996.35	0	0	0	0	0	1	0	1	0	0	0	0	0
2996.36	0	0	0	0	0	1	0	1	0	0	0	0	0
2996.37	0	0	0	0	0	1	0	1	0	0	0	0	0
2996.38	0	0	0	0	0	1	0	1	0	0	0	0	0
2996.39	0	0	0	0	0	1	0	1	0	0	0	0	0
2996.4	0	0	0	0	0	1	0	1	0	0	0	0	0
2996.41	0	0	0	0	0	1	0	1	0	0	0	0	0
2996.42	0	0	0	0	0	1	0	1	0	0	0	0	0
2996.43	0	0	0	0	0	1	0	1	0	0	0	0	0
2996.44	0	0	0	0	0	1	0	1	0	0	0	0	0
2996.45	0	0	0	0	0	1	0	1	0	0	0	0	0
2996.46	0	0	0	0	0	1	0	1	0	0	0	0	0
2996.47	0	0	0	0	0	1	0	1	0	0	0	0	0
2996.48	0	0	0	0	0	1	0	1	0	0	0	0	0
2996.49	0	0	0	0	0	1	0	1	0	0	0	0	0
2996.5	0	0	0	0	0	1	0	1	0	0	0	0	0
2996.51	0	0	0	0	0	1	0	1	0	0	0	0	0
2996.52	0	0	0	0	0	1	0	1	0	0	0	0	0
2996.53	0	0	0	0	0	1	0	1	0	0	0	0	0
2996.54	0	0	0	0	0	1	0	1	0	0	0	0	0
2996.55	0	0	0	0	0	1	0	1	0	0	0	0	0
2996.56	0	0	0	0	0	1	0	1	0	0	0	0	0
2996.57	0	0	0	0	0	1	0	1	0	0	0	0	0
2996.58	0	0	0	0	0	1	0	1	0	0	0	0	0
2996.59	0	0	0	0	0	1	0	1	0	0	0	0	0
2996.6	0	0	0	0	0	1	0	1	0	0	0	0	0
2996.61	0	0	0	0	0	1	0	1	0	0	0	0	0
2996.62	0	0	0	0	0	1	0	1	0	0	0	0	0
2996.63	0	0	0	0	0	1	0	1	0	0	0	0	0
2996.64	0	0	0	0	0	1	0	1	0	0	0	0	0
2996.65	0	0	0	0	0	1	0	1	0	0	0	0	0
2996.66	0	0	0	0	0	1	0	1	0	0	0	0	0
2996.67	0	0	0	0	0	1	0	1	0	0	0	0	0
2996.68	0	0	0	0	0	1	0	1	0	0	0	0	0
2996.69	0	0	0	0	0	1	0	1	0	0	0	0	0
2996.7	0	0	0	0	0	1	0	1	0	0	0	0	0
2996.71	0	0	0	0	0	1	0	1	0	0	0	0	0
2996.72	0	0	0	0	0	1	0	1	0	0	0	0	0
2996.73	0	0	0	0	0	1	0	1	0	0	0	0	0
2996.74	0	0	0	0	0	1	0	1	0	0	0	0	0
2996.75	0	0	0	0	0	1	0	1	0	0	0	0	0
2996.76	0	0	0	0	0	1	0	1	0	0	0	0	0
2996.77	0	0	0	0	0	1	0	1	0	0	0	0	0
2996.78	0	0	0	0	0	1	0	1	0	0	0	0	0
2996.79	0	0	0	0	0	1	0	1	0	0	0	0	0
2996.8	0	0	0	0	0	1	0	1	0	0	0	0	0
2996.81	0	0	0	0	0	1	0	1	0	0	0	0	0
2996.82	0	0	0	0	0	1	0	1	0	0	0	0	0
