"","Behavior 0","Behavior 1","Mating ID"
"1","Courtship.Start","Leg Showcase","g2.J190xJ212"
"2","Leg Showcase","Freezing","g2.J190xJ212"
"3","Freezing","Leg Showcase","g2.J190xJ212"
"4","Leg Showcase","Freezing","g2.J190xJ212"
"5","Freezing","Leg Showcase","g2.J190xJ212"
"6","Leg Showcase","Abdomen Tapping","g2.J190xJ212"
"7","Abdomen Tapping","Leg Showcase","g2.J190xJ212"
"8","Leg Showcase","Leg Showcase + Pedipalp Showcase","g2.J190xJ212"
"9","Leg Showcase + Pedipalp Showcase","Leg Showcase","g2.J190xJ212"
"10","Leg Showcase","Leg Showcase + Pedipalp Showcase","g2.J190xJ212"
"11","Leg Showcase + Pedipalp Showcase","Leg Showcase","g2.J190xJ212"
"12","Leg Showcase","Leg Showcase + Pedipalp Showcase","g2.J190xJ212"
"13","Leg Showcase + Pedipalp Showcase","Leg Showcase","g2.J190xJ212"
"14","Leg Showcase","Leg Showcase + Pedipalp Showcase","g2.J190xJ212"
"15","Leg Showcase + Pedipalp Showcase","Abdomen Tapping","g2.J190xJ212"
"16","Abdomen Tapping","Leg Showcase","g2.J190xJ212"
"17","Leg Showcase","Leg Showcase + Pedipalp Showcase","g2.J190xJ212"
"18","Leg Showcase + Pedipalp Showcase","Freezing","g2.J190xJ212"
"19","Freezing","Leg Showcase + Pedipalp Showcase","g2.J190xJ212"
"20","Leg Showcase + Pedipalp Showcase","Leg Showcase","g2.J190xJ212"
"21","Leg Showcase","Freezing","g2.J190xJ212"
"22","Freezing","Leg Showcase","g2.J190xJ212"
"23","Leg Showcase","Freezing","g2.J190xJ212"
"24","Freezing","Leg Showcase","g2.J190xJ212"
"25","Leg Showcase","Freezing","g2.J190xJ212"
"26","Freezing","Leg Showcase","g2.J190xJ212"
"27","Leg Showcase","Abdomen Tapping","g2.J190xJ212"
"28","Abdomen Tapping","Leg Showcase","g2.J190xJ212"
"29","Leg Showcase","Freezing","g2.J190xJ212"
"30","Freezing","Leg Showcase","g2.J190xJ212"
"31","Leg Showcase","Freezing","g2.J190xJ212"
"32","Freezing","Leg Showcase","g2.J190xJ212"
"33","Leg Showcase","Abdomen Tapping","g2.J190xJ212"
"34","Abdomen Tapping","Leg Showcase","g2.J190xJ212"
"35","Leg Showcase","Freezing","g2.J190xJ212"
"36","Freezing","Retreat","g2.J190xJ212"
"37","Retreat","Freezing","g2.J190xJ212"
"38","Freezing","Leg Showcase","g2.J190xJ212"
"39","Leg Showcase","Freezing","g2.J190xJ212"
"40","Freezing","Leg Showcase","g2.J190xJ212"
"41","Leg Showcase","Leg Showcase + Pedipalp Showcase","g2.J190xJ212"
"42","Leg Showcase + Pedipalp Showcase","Leg Showcase","g2.J190xJ212"
"43","Leg Showcase","Freezing","g2.J190xJ212"
"44","Freezing","Abdomen Tapping","g2.J190xJ212"
"45","Abdomen Tapping","Leg Showcase","g2.J190xJ212"
"46","Leg Showcase","Leg Showcase + Pedipalp Showcase","g2.J190xJ212"
"47","Leg Showcase + Pedipalp Showcase","Leg Showcase","g2.J190xJ212"
"48","Leg Showcase","Freezing","g2.J190xJ212"
"49","Freezing","Leg Showcase","g2.J190xJ212"
"50","Leg Showcase","Freezing","g2.J190xJ212"
"51","Freezing","Leg Showcase","g2.J190xJ212"
"52","Leg Showcase","Freezing","g2.J190xJ212"
"53","Freezing","Abdomen Tapping","g2.J190xJ212"
"54","Abdomen Tapping","Leg Showcase","g2.J190xJ212"
"55","Leg Showcase","Freezing","g2.J190xJ212"
"56","Freezing","Leg Showcase","g2.J190xJ212"
"57","Leg Showcase","Freezing","g2.J190xJ212"
"58","Freezing","Leg Showcase","g2.J190xJ212"
"59","Leg Showcase","Freezing","g2.J190xJ212"
"60","Freezing","Leg Showcase","g2.J190xJ212"
"61","Leg Showcase","Freezing","g2.J190xJ212"
"62","Freezing","Leg Showcase","g2.J190xJ212"
"63","Leg Showcase","Freezing","g2.J190xJ212"
"64","Freezing","Leg Showcase","g2.J190xJ212"
"65","Leg Showcase","Freezing","g2.J190xJ212"
"66","Freezing","Retreat","g2.J190xJ212"
"67","Retreat","Freezing","g2.J190xJ212"
"68","Freezing","Leg Showcase","g2.J190xJ212"
"69","Leg Showcase","Freezing","g2.J190xJ212"
"70","Freezing","Leg Showcase","g2.J190xJ212"
"71","Leg Showcase","Leg Showcase + Pedipalp Showcase","g2.J190xJ212"
"72","Leg Showcase + Pedipalp Showcase","Leg Showcase","g2.J190xJ212"
"73","Leg Showcase","Leg Showcase + Pedipalp Showcase","g2.J190xJ212"
"74","Leg Showcase + Pedipalp Showcase","Leg Showcase","g2.J190xJ212"
"75","Leg Showcase","Freezing","g2.J190xJ212"
"76","Freezing","Leg Showcase","g2.J190xJ212"
"77","Leg Showcase","Freezing","g2.J190xJ212"
"78","Freezing","Leg Showcase","g2.J190xJ212"
"79","Leg Showcase","Freezing","g2.J190xJ212"
"80","Freezing","Leg Showcase","g2.J190xJ212"
"81","Leg Showcase","Freezing","g2.J190xJ212"
"82","Freezing","Leg Showcase","g2.J190xJ212"
"83","Leg Showcase","Freezing","g2.J190xJ212"
"84","Freezing","Abdomen Tapping","g2.J190xJ212"
"85","Abdomen Tapping","Leg Showcase","g2.J190xJ212"
"86","Leg Showcase","Freezing","g2.J190xJ212"
"87","Freezing","Leg Showcase","g2.J190xJ212"
"88","Leg Showcase","Freezing","g2.J190xJ212"
"89","Freezing","Leg Showcase","g2.J190xJ212"
"90","Leg Showcase","Freezing","g2.J190xJ212"
"91","Freezing","Abdomen Tapping","g2.J190xJ212"
"92","Abdomen Tapping","Leg Showcase","g2.J190xJ212"
"93","Leg Showcase","Abdomen Tapping","g2.J190xJ212"
"94","Abdomen Tapping","Leg Showcase","g2.J190xJ212"
"95","Leg Showcase","Freezing","g2.J190xJ212"
"96","Freezing","Leg Showcase","g2.J190xJ212"
"97","Leg Showcase","Freezing","g2.J190xJ212"
"98","Freezing","Abdomen Tapping","g2.J190xJ212"
"99","Abdomen Tapping","Leg Showcase","g2.J190xJ212"
"100","Leg Showcase","Freezing","g2.J190xJ212"
"101","Freezing","Leg Showcase","g2.J190xJ212"
"102","Leg Showcase","Freezing","g2.J190xJ212"
"103","Freezing","Leg Showcase","g2.J190xJ212"
"104","Leg Showcase","Abdomen Tapping","g2.J190xJ212"
"105","Abdomen Tapping","Leg Showcase","g2.J190xJ212"
"106","Leg Showcase","Freezing","g2.J190xJ212"
"107","Freezing","Leg Showcase","g2.J190xJ212"
"108","Leg Showcase","Freezing","g2.J190xJ212"
"109","Freezing","Leg Showcase","g2.J190xJ212"
"110","Leg Showcase","Freezing","g2.J190xJ212"
"111","Freezing","Leg Showcase","g2.J190xJ212"
"112","Leg Showcase","Freezing","g2.J190xJ212"
"113","Freezing","Leg Showcase","g2.J190xJ212"
"114","Leg Showcase","Freezing","g2.J190xJ212"
"115","Freezing","Leg Showcase","g2.J190xJ212"
"116","Leg Showcase","Freezing","g2.J190xJ212"
"117","Freezing","Leg Showcase","g2.J190xJ212"
"118","Leg Showcase","Freezing","g2.J190xJ212"
"119","Freezing","Leg Showcase","g2.J190xJ212"
"120","Leg Showcase","Freezing","g2.J190xJ212"
"121","Freezing","Leg Showcase","g2.J190xJ212"
"122","Leg Showcase","Freezing","g2.J190xJ212"
"123","Freezing","Leg Showcase","g2.J190xJ212"
"124","Leg Showcase","Freezing","g2.J190xJ212"
"125","Freezing","Leg Showcase","g2.J190xJ212"
"126","Leg Showcase","Freezing","g2.J190xJ212"
"127","Freezing","Leg Showcase","g2.J190xJ212"
"128","Leg Showcase","Freezing","g2.J190xJ212"
"129","Freezing","Retreat","g2.J190xJ212"
"130","Retreat","Freezing","g2.J190xJ212"
"131","Freezing","Leg Showcase","g2.J190xJ212"
"132","Leg Showcase","Freezing","g2.J190xJ212"
"133","Freezing","Leg Showcase","g2.J190xJ212"
"134","Leg Showcase","Abdomen Tapping","g2.J190xJ212"
"135","Abdomen Tapping","Leg Showcase","g2.J190xJ212"
"136","Leg Showcase","Retreat","g2.J190xJ212"
"137","Retreat","Freezing","g2.J190xJ212"
"138","Freezing","Leg Showcase","g2.J190xJ212"
"139","Leg Showcase","Freezing","g2.J190xJ212"
"140","Freezing","Leg Showcase","g2.J190xJ212"
"141","Leg Showcase","Leg Showcase + Pedipalp Showcase","g2.J190xJ212"
"142","Leg Showcase + Pedipalp Showcase","Leg Showcase","g2.J190xJ212"
"143","Leg Showcase","Freezing","g2.J190xJ212"
"144","Freezing","Leg Showcase","g2.J190xJ212"
"145","Leg Showcase","Freezing","g2.J190xJ212"
"146","Freezing","Leg Showcase","g2.J190xJ212"
"147","Leg Showcase","Freezing","g2.J190xJ212"
"148","Freezing","Leg Showcase","g2.J190xJ212"
"149","Leg Showcase","Abdomen Tapping","g2.J190xJ212"
"150","Abdomen Tapping","Leg Showcase","g2.J190xJ212"
"151","Leg Showcase","Freezing","g2.J190xJ212"
"152","Freezing","Leg Showcase","g2.J190xJ212"
"153","Leg Showcase","Freezing","g2.J190xJ212"
"154","Freezing","Leg Showcase","g2.J190xJ212"
"155","Leg Showcase","Freezing","g2.J190xJ212"
"156","Freezing","Leg Showcase","g2.J190xJ212"
"157","Leg Showcase","Freezing","g2.J190xJ212"
"158","Freezing","Leg Showcase","g2.J190xJ212"
"159","Leg Showcase","Freezing","g2.J190xJ212"
"160","Freezing","Leg Showcase","g2.J190xJ212"
"161","Leg Showcase","Freezing","g2.J190xJ212"
"162","Freezing","Leg Showcase","g2.J190xJ212"
"163","Leg Showcase","Freezing","g2.J190xJ212"
"164","Freezing","Leg Showcase","g2.J190xJ212"
"165","Leg Showcase","Leg Showcase + Pedipalp Showcase","g2.J190xJ212"
"166","Leg Showcase + Pedipalp Showcase","Freezing","g2.J190xJ212"
"167","Freezing","Leg Showcase + Pedipalp Showcase","g2.J190xJ212"
"168","Leg Showcase + Pedipalp Showcase","Freezing","g2.J190xJ212"
"169","Freezing","Leg Showcase + Pedipalp Showcase","g2.J190xJ212"
"170","Leg Showcase + Pedipalp Showcase","Leg Showcase","g2.J190xJ212"
"171","Leg Showcase","Freezing","g2.J190xJ212"
"172","Freezing","Leg Showcase + Pedipalp Showcase","g2.J190xJ212"
"173","Leg Showcase + Pedipalp Showcase","Freezing","g2.J190xJ212"
"174","Freezing","Leg Showcase + Pedipalp Showcase","g2.J190xJ212"
"175","Leg Showcase + Pedipalp Showcase","Freezing","g2.J190xJ212"
"176","Freezing","Leg Showcase + Pedipalp Showcase","g2.J190xJ212"
"177","Leg Showcase + Pedipalp Showcase","Freezing","g2.J190xJ212"
"178","Freezing","Leg Showcase + Pedipalp Showcase","g2.J190xJ212"
"179","Leg Showcase + Pedipalp Showcase","Freezing","g2.J190xJ212"
"180","Freezing","Leg Showcase + Pedipalp Showcase","g2.J190xJ212"
"181","Leg Showcase + Pedipalp Showcase","Freezing","g2.J190xJ212"
"182","Freezing","Leg Showcase + Pedipalp Showcase","g2.J190xJ212"
"183","Leg Showcase + Pedipalp Showcase","Freezing","g2.J190xJ212"
"184","Freezing","Mounting.Start","g2.J190xJ212"
"185","Mounting.Start","Leg Showcase + Mounted + Pedipalp Showcase","g2.J190xJ212"
"186","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g2.J190xJ212"
"187","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g2.J190xJ212"
"188","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g2.J190xJ212"
"189","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g2.J190xJ212"
"190","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g2.J190xJ212"
"191","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g2.J190xJ212"
"192","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g2.J190xJ212"
"193","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g2.J190xJ212"
"194","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g2.J190xJ212"
"195","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g2.J190xJ212"
"196","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g2.J190xJ212"
"197","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g2.J190xJ212"
"198","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g2.J190xJ212"
"199","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g2.J190xJ212"
"200","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g2.J190xJ212"
"201","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g2.J190xJ212"
"202","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g2.J190xJ212"
"203","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g2.J190xJ212"
"204","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g2.J190xJ212"
"205","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g2.J190xJ212"
"206","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g2.J190xJ212"
"207","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g2.J190xJ212"
"208","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g2.J190xJ212"
"209","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g2.J190xJ212"
"210","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g2.J190xJ212"
"211","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g2.J190xJ212"
"212","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g2.J190xJ212"
"213","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g2.J190xJ212"
