"","Behavior 0","Behavior 1","Mating ID"
"214","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g2.J190xJ212"
"215","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g2.J190xJ212"
"216","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g2.J190xJ212"
"217","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g2.J190xJ212"
"218","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g2.J190xJ212"
"219","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g2.J190xJ212"
"220","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g2.J190xJ212"
"221","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g2.J190xJ212"
"222","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g2.J190xJ212"
"223","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g2.J190xJ212"
"224","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g2.J190xJ212"
"225","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g2.J190xJ212"
"226","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g2.J190xJ212"
"227","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g2.J190xJ212"
"228","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g2.J190xJ212"
"229","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g2.J190xJ212"
"230","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g2.J190xJ212"
"231","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g2.J190xJ212"
"232","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g2.J190xJ212"
"233","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g2.J190xJ212"
"234","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g2.J190xJ212"
"235","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g2.J190xJ212"
"236","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g2.J190xJ212"
"237","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g2.J190xJ212"
"238","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g2.J190xJ212"
"239","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g2.J190xJ212"
"240","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g2.J190xJ212"
"241","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g2.J190xJ212"
"242","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g2.J190xJ212"
"243","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g2.J190xJ212"
"244","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g2.J190xJ212"
"245","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g2.J190xJ212"
"246","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g2.J190xJ212"
"247","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g2.J190xJ212"
"248","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g2.J190xJ212"
"249","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g2.J190xJ212"
"250","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g2.J190xJ212"
"251","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g2.J190xJ212"
"252","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g2.J190xJ212"
"253","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g2.J190xJ212"
"254","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g2.J190xJ212"
"255","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g2.J190xJ212"
"256","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g2.J190xJ212"
"257","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g2.J190xJ212"
"258","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g2.J190xJ212"
"259","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g2.J190xJ212"
"260","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g2.J190xJ212"
"261","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g2.J190xJ212"
"262","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g2.J190xJ212"
"263","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g2.J190xJ212"
"264","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g2.J190xJ212"
"265","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g2.J190xJ212"
"266","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g2.J190xJ212"
"267","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g2.J190xJ212"
"268","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g2.J190xJ212"
"269","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g2.J190xJ212"
"270","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g2.J190xJ212"
"271","Mounted + Freezing","Mounted + Pedipalp Showcase","g2.J190xJ212"
"272","Mounted + Pedipalp Showcase","Mounted + Freezing","g2.J190xJ212"
"273","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g2.J190xJ212"
"274","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g2.J190xJ212"
"275","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g2.J190xJ212"
"276","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g2.J190xJ212"
"277","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g2.J190xJ212"
"278","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g2.J190xJ212"
"279","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g2.J190xJ212"
"280","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g2.J190xJ212"
"281","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g2.J190xJ212"
"282","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g2.J190xJ212"
"283","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g2.J190xJ212"
"284","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g2.J190xJ212"
"285","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g2.J190xJ212"
"286","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g2.J190xJ212"
"287","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g2.J190xJ212"
"288","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g2.J190xJ212"
"289","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g2.J190xJ212"
"290","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g2.J190xJ212"
"291","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g2.J190xJ212"
"292","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g2.J190xJ212"
"293","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g2.J190xJ212"
"294","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g2.J190xJ212"
"295","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g2.J190xJ212"
"296","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g2.J190xJ212"
