"","Behavior 0","Behavior 1","Mating ID"
"36","Leg Showcase + Pedipalp Showcase","Freezing","g2.J144xG38"
"37","Freezing","Leg Showcase + Pedipalp Showcase","g2.J144xG38"
"38","Leg Showcase + Pedipalp Showcase","Leg Showcase","g2.J144xG38"
"39","Leg Showcase","Freezing","g2.J144xG38"
"40","Freezing","Leg Showcase + Pedipalp Showcase","g2.J144xG38"
"41","Leg Showcase + Pedipalp Showcase","Pedipalp Showcase","g2.J144xG38"
"42","Pedipalp Showcase","Leg Showcase + Pedipalp Showcase","g2.J144xG38"
"43","Leg Showcase + Pedipalp Showcase","Freezing","g2.J144xG38"
"44","Freezing","Leg Showcase + Pedipalp Showcase","g2.J144xG38"
"45","Leg Showcase + Pedipalp Showcase","Freezing","g2.J144xG38"
"46","Freezing","Leg Showcase + Pedipalp Showcase","g2.J144xG38"
"47","Leg Showcase + Pedipalp Showcase","Freezing","g2.J144xG38"
"48","Freezing","Leg Showcase","g2.J144xG38"
"49","Leg Showcase","Freezing","g2.J144xG38"
"50","Freezing","Mounting.Start","g2.J144xG38"
"51","Mounting.Start","Mounted + Pedipalp Showcase","g2.J144xG38"
"52","Mounted + Pedipalp Showcase","Mounted + Freezing","g2.J144xG38"
"53","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g2.J144xG38"
"54","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g2.J144xG38"
"55","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g2.J144xG38"
"56","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g2.J144xG38"
"57","Mounted + Freezing","Leg Showcase + Mounted","g2.J144xG38"
"58","Leg Showcase + Mounted","Mounted + Freezing","g2.J144xG38"
"59","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g2.J144xG38"
"60","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g2.J144xG38"
"61","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g2.J144xG38"
"62","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g2.J144xG38"
"63","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g2.J144xG38"
"64","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g2.J144xG38"
"65","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g2.J144xG38"
"66","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g2.J144xG38"
"67","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g2.J144xG38"
"68","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g2.J144xG38"
"69","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g2.J144xG38"
"70","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g2.J144xG38"
"71","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g2.J144xG38"
"72","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g2.J144xG38"
"73","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g2.J144xG38"
"74","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g2.J144xG38"
"75","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g2.J144xG38"
"76","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g2.J144xG38"
"77","Mounted + Freezing","Mounted + Pedipalp Showcase","g2.J144xG38"
"78","Mounted + Pedipalp Showcase","Leg Showcase + Mounted + Pedipalp Showcase","g2.J144xG38"
"79","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g2.J144xG38"
"80","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g2.J144xG38"
"81","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g2.J144xG38"
"82","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g2.J144xG38"
"83","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g2.J144xG38"
"84","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g2.J144xG38"
"85","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g2.J144xG38"
"86","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g2.J144xG38"
"87","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g2.J144xG38"
"88","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g2.J144xG38"
"89","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Pedipalp Showcase","g2.J144xG38"
"90","Mounted + Pedipalp Showcase","Mounted + Freezing","g2.J144xG38"
"91","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g2.J144xG38"
"92","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g2.J144xG38"
"93","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g2.J144xG38"
"94","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g2.J144xG38"
"95","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g2.J144xG38"
"96","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g2.J144xG38"
"97","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g2.J144xG38"
"98","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g2.J144xG38"
"99","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g2.J144xG38"
"100","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g2.J144xG38"
"101","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g2.J144xG38"
"102","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g2.J144xG38"
"103","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g2.J144xG38"
"104","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g2.J144xG38"
"105","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g2.J144xG38"
"106","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g2.J144xG38"
"107","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g2.J144xG38"
"108","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g2.J144xG38"
"109","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g2.J144xG38"
"110","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g2.J144xG38"
"111","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g2.J144xG38"
"112","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g2.J144xG38"
"113","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g2.J144xG38"
"114","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g2.J144xG38"
"115","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g2.J144xG38"
"116","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g2.J144xG38"
"117","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g2.J144xG38"
"118","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g2.J144xG38"
"119","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g2.J144xG38"
"120","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g2.J144xG38"
"121","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g2.J144xG38"
"122","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Pedipalp Showcase","g2.J144xG38"
"123","Mounted + Pedipalp Showcase","Mounted + Freezing","g2.J144xG38"
"124","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g2.J144xG38"
"125","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g2.J144xG38"
"126","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g2.J144xG38"
"127","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g2.J144xG38"
"128","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g2.J144xG38"
"129","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g2.J144xG38"
"130","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g2.J144xG38"
"131","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g2.J144xG38"
"132","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g2.J144xG38"
"133","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g2.J144xG38"
"134","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g2.J144xG38"
"135","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g2.J144xG38"
