time	Abdomen Tapping	Approach	Freezing	Grooming	Leg Showcase	Mounted	Pedipalp Showcase	Retreat	Vibration interaction
4261.59	0	1	0	0	0	0	0	0	0
4261.6	0	1	0	0	0	0	0	0	0
4261.61	0	1	0	0	0	0	0	0	0
4261.62	0	1	0	0	0	0	0	0	0
4261.63	0	1	0	0	0	0	0	0	0
4261.64	0	1	0	0	0	0	0	0	0
4261.65	0	1	0	0	0	0	0	0	0
4261.66	0	1	0	0	0	0	0	0	0
4261.67	0	1	0	0	0	0	0	0	0
4261.68	0	1	0	0	0	0	0	0	0
4261.69	0	1	0	0	0	0	0	0	0
4261.7	0	1	0	0	0	0	0	0	0
4261.71	0	1	0	0	0	0	0	0	0
4261.72	0	1	0	0	0	0	0	0	0
4261.73	0	1	0	0	0	0	0	0	0
4261.74	0	1	0	0	0	0	0	0	0
4261.75	0	1	0	0	0	0	0	0	0
4261.76	0	1	0	0	0	0	0	0	0
4261.77	0	1	0	0	0	0	0	0	0
4261.78	0	1	0	0	0	0	0	0	0
4261.79	0	1	0	0	0	0	0	0	0
4261.8	0	1	0	0	0	0	0	0	0
4261.81	0	1	0	0	0	0	0	0	0
4261.82	0	1	0	0	0	0	0	0	0
4261.83	0	1	0	0	0	0	0	0	0
4261.84	0	1	0	0	0	0	0	0	0
4261.85	0	1	0	0	0	0	0	0	0
4261.86	0	1	0	0	0	0	0	0	0
4261.87	0	1	0	0	0	0	0	0	0
4261.88	0	1	0	0	0	0	0	0	0
4261.89	0	1	0	0	0	0	0	0	0
4261.9	0	1	0	0	0	0	0	0	0
4261.91	0	1	0	0	0	0	0	0	0
4261.92	0	1	0	0	0	0	0	0	0
4261.93	0	1	0	0	0	0	0	0	0
4261.94	0	1	0	0	0	0	0	0	0
4261.95	0	1	0	0	0	0	0	0	0
4261.96	0	1	0	0	0	0	0	0	0
4261.97	0	1	0	0	0	0	0	0	0
4261.98	0	1	0	0	0	0	0	0	0
4261.99	0	1	0	0	0	0	0	0	0
4262.0	0	1	0	0	0	0	0	0	0
4262.01	0	1	0	0	0	0	0	0	0
4262.02	0	1	0	0	0	0	0	0	0
4262.03	0	1	0	0	0	0	0	0	0
4262.04	0	1	0	0	0	0	0	0	0
4262.05	0	1	0	0	0	0	0	0	0
4262.06	0	1	0	0	0	0	0	0	0
4262.07	0	1	0	0	0	0	0	0	0
4262.08	0	1	0	0	0	0	0	0	0
4262.09	0	1	0	0	0	0	0	0	0
4262.1	0	1	0	0	0	0	0	0	0
4262.11	0	1	0	0	0	0	0	0	0
4262.12	0	1	0	0	0	0	0	0	0
4262.13	0	1	0	0	0	0	0	0	0
4262.14	0	1	0	0	0	0	0	0	0
4262.15	0	1	0	0	0	0	0	0	0
4262.16	0	1	0	0	0	0	0	0	0
4262.17	0	1	0	0	0	0	0	0	0
4262.18	0	1	0	0	0	0	0	0	0
4262.19	0	1	0	0	0	0	0	0	0
4262.2	0	1	0	0	0	0	0	0	0
4262.21	0	1	0	0	0	0	0	0	0
4262.22	0	1	0	0	0	0	0	0	0
4262.23	0	1	0	0	0	0	0	0	0
4262.24	0	1	0	0	0	0	0	0	0
4262.25	0	1	0	0	0	0	0	0	0
4262.26	0	1	0	0	0	0	0	0	0
4262.27	0	1	0	0	0	0	0	0	0
4262.28	0	1	0	0	0	0	0	0	0
4262.29	0	1	0	0	0	0	0	0	0
4262.3	0	1	0	0	0	0	0	0	0
4262.31	0	1	0	0	0	0	0	0	0
4262.32	0	1	0	0	0	0	0	0	0
4262.33	0	1	0	0	0	0	0	0	0
4262.34	0	1	0	0	0	0	0	0	0
4262.35	0	1	0	0	0	0	0	0	0
4262.36	0	1	0	0	0	0	0	0	0
4262.37	0	1	0	0	0	0	0	0	0
4262.38	0	1	0	0	0	0	0	0	0
4262.39	0	1	0	0	0	0	0	0	0
4262.4	0	1	0	0	0	0	0	0	0
4262.41	0	1	0	0	0	0	0	0	0
4262.42	0	1	0	0	0	0	0	0	0
4262.43	0	1	0	0	0	0	0	0	0
4262.44	0	1	0	0	0	0	0	0	0
4262.45	0	1	0	0	0	0	0	0	0
4262.46	0	1	0	0	0	0	0	0	0
4262.47	0	1	0	0	0	0	0	0	0
4262.48	0	1	0	0	0	0	0	0	0
4262.49	0	1	0	0	0	0	0	0	0
4262.5	0	1	0	0	0	0	0	0	0
4262.51	0	1	0	0	0	0	0	0	0
4262.52	0	1	0	0	0	0	0	0	0
4262.53	0	1	0	0	0	0	0	0	0
4262.54	0	1	0	0	0	0	0	0	0
4262.55	0	1	0	0	0	0	0	0	0
4262.56	0	1	0	0	0	0	0	0	0
4262.57	0	1	0	0	0	0	0	0	0
4262.58	0	1	0	0	0	0	0	0	0
4262.59	0	1	0	0	0	0	0	0	0
4262.6	0	1	0	0	0	0	0	0	0
4262.61	0	1	0	0	0	0	0	0	0
4262.62	0	1	0	0	0	0	0	0	0
4262.63	0	1	0	0	0	0	0	0	0
4262.64	0	1	0	0	0	0	0	0	0
4262.65	0	1	0	0	0	0	0	0	0
4262.66	0	1	0	0	0	0	0	0	0
4262.67	0	1	0	0	0	0	0	0	0
4262.68	0	1	0	0	0	0	0	0	0
4262.69	0	1	0	0	0	0	0	0	0
4262.7	0	1	0	0	0	0	0	0	0
4262.71	0	1	0	0	0	0	0	0	0
4262.72	0	1	0	0	0	0	0	0	0
4262.73	0	1	0	0	0	0	0	0	0
4262.74	0	1	0	0	0	0	0	0	0
4262.75	0	1	0	0	0	0	0	0	0
4262.76	0	1	0	0	0	0	0	0	0
4262.77	0	1	0	0	0	0	0	0	0
4262.78	0	1	0	0	0	0	0	0	0
4262.79	0	1	0	0	1	0	0	0	0
4262.8	0	1	0	0	1	0	0	0	0
4262.81	0	1	0	0	1	0	0	0	0
4262.82	0	1	0	0	1	0	0	0	0
4262.83	0	1	0	0	1	0	0	0	0
4262.84	0	1	0	0	1	0	0	0	0
4262.85	0	1	0	0	1	0	0	0	0
4262.86	0	1	0	0	1	0	0	0	0
4262.87	0	1	0	0	1	0	0	0	0
4262.88	0	1	0	0	1	0	0	0	0
4262.89	0	1	0	0	1	0	0	0	0
4262.9	0	1	0	0	1	0	0	0	0
4262.91	0	1	0	0	1	0	0	0	0
4262.92	0	1	0	0	1	0	0	0	0
4262.93	0	1	0	0	1	0	0	0	0
4262.94	0	1	0	0	1	0	0	0	0
4262.95	0	1	0	0	1	0	0	0	0
4262.96	0	1	0	0	1	0	0	0	0
4262.97	0	1	0	0	1	0	0	0	0
4262.98	0	1	0	0	1	0	0	0	0
4262.99	0	1	0	0	1	0	0	0	0
4263.0	0	1	0	0	1	0	0	0	0
4263.01	0	1	0	0	1	0	0	0	0
4263.02	0	1	0	0	1	0	0	0	0
4263.03	0	1	0	0	1	0	0	0	0
4263.04	0	1	0	0	1	0	0	0	0
4263.05	0	1	0	0	1	0	0	0	0
4263.06	0	1	0	0	1	0	0	0	0
4263.07	0	1	0	0	1	0	0	0	0
4263.08	0	1	0	0	1	0	0	0	0
4263.09	0	1	0	0	1	0	0	0	0
4263.1	0	1	0	0	1	0	0	0	0
4263.11	0	1	0	0	1	0	0	0	0
4263.12	0	1	0	0	1	0	0	0	0
4263.13	0	1	0	0	1	0	0	0	0
4263.14	0	1	0	0	1	0	0	0	0
4263.15	0	1	0	0	1	0	0	0	0
4263.16	0	1	0	0	1	0	0	0	0
4263.17	0	1	0	0	1	0	0	0	0
4263.18	0	1	0	0	1	0	0	0	0
4263.19	0	1	0	0	1	0	0	0	0
4263.2	0	1	0	0	1	0	0	0	0
4263.21	0	1	0	0	1	0	0	0	0
4263.22	0	1	0	0	1	0	0	0	0
4263.23	0	1	0	0	1	0	0	0	0
4263.24	0	1	0	0	1	0	0	0	0
4263.25	0	1	0	0	1	0	0	0	0
4263.26	0	1	0	0	1	0	0	0	0
4263.27	0	1	0	0	1	0	0	0	0
4263.28	0	1	0	0	1	0	0	0	0
4263.29	0	1	0	0	1	0	0	0	0
4263.3	0	1	0	0	1	0	0	0	0
4263.31	0	1	0	0	1	0	0	0	0
4263.32	0	1	0	0	1	0	0	0	0
4263.33	0	1	0	0	1	0	0	0	0
4263.34	0	1	0	0	1	0	0	0	0
4263.35	0	1	0	0	1	0	0	0	0
4263.36	0	1	0	0	1	0	0	0	0
4263.37	0	1	0	0	1	0	0	0	0
4263.38	0	1	0	0	1	0	0	0	0
4263.39	0	1	0	0	1	0	0	0	0
4263.4	0	1	0	0	1	0	0	0	0
4263.41	0	1	0	0	1	0	0	0	0
4263.42	0	1	0	0	1	0	0	0	0
4263.43	0	1	0	0	1	0	0	0	0
4263.44	0	1	0	0	1	0	0	0	0
4263.45	0	1	0	0	1	0	0	0	0
4263.46	0	1	0	0	1	0	0	0	0
4263.47	0	1	0	0	1	0	0	0	0
4263.48	0	1	0	0	1	0	0	0	0
4263.49	0	1	0	0	1	0	0	0	0
4263.5	0	1	0	0	1	0	0	0	0
4263.51	0	1	0	0	1	0	0	0	0
4263.52	0	1	0	0	1	0	0	0	0
4263.53	0	1	0	0	1	0	0	0	0
4263.54	0	1	0	0	1	0	0	0	0
4263.55	0	1	0	0	1	0	0	0	0
4263.56	0	1	0	0	1	0	0	0	0
4263.57	0	1	0	0	1	0	0	0	0
4263.58	0	1	0	0	1	0	0	0	0
4263.59	0	1	0	0	1	0	0	0	0
4263.6	0	1	0	0	1	0	0	0	0
4263.61	0	1	0	0	1	0	0	0	0
4263.62	0	1	0	0	1	0	0	0	0
4263.63	0	1	0	0	1	0	0	0	0
4263.64	0	1	0	0	1	0	0	0	0
4263.65	0	1	0	0	1	0	0	0	0
4263.66	0	1	0	0	1	0	0	0	0
4263.67	0	1	0	0	1	0	0	0	0
4263.68	0	1	0	0	1	0	0	0	0
4263.69	0	1	0	0	1	0	0	0	0
4263.7	0	1	0	0	1	0	0	0	0
4263.71	0	1	0	0	1	0	0	0	0
4263.72	0	1	0	0	1	0	0	0	0
4263.73	0	1	0	0	1	0	0	0	0
4263.74	0	1	0	0	1	0	0	0	0
4263.75	0	1	0	0	1	0	0	0	0
4263.76	0	1	0	0	1	0	0	0	0
4263.77	0	1	0	0	1	0	0	0	0
4263.78	0	1	0	0	1	0	0	0	0
4263.79	0	1	0	0	1	0	0	0	0
4263.8	0	1	0	0	1	0	0	0	0
4263.81	0	1	0	0	1	0	0	0	0
4263.82	0	1	0	0	1	0	0	0	0
4263.83	0	1	0	0	1	0	0	0	0
4263.84	0	1	0	0	1	0	0	0	0
4263.85	0	1	0	0	1	0	0	0	0
4263.86	0	1	0	0	1	0	0	0	0
4263.87	0	1	0	0	1	0	0	0	0
4263.88	0	1	0	0	1	0	0	0	0
4263.89	0	1	0	0	1	0	0	0	0
4263.9	0	1	0	0	1	0	0	0	0
4263.91	0	1	0	0	1	0	0	0	0
4263.92	0	1	0	0	1	0	0	0	0
4263.93	0	1	0	0	1	0	0	0	0
4263.94	0	1	0	0	1	0	0	0	0
4263.95	0	1	0	0	1	0	0	0	0
4263.96	0	1	0	0	1	0	0	0	0
4263.97	0	1	0	0	1	0	0	0	0
4263.98	0	1	0	0	1	0	0	0	0
4263.99	0	1	0	0	1	0	0	0	0
4264.0	0	1	0	0	1	0	0	0	0
4264.01	0	1	0	0	1	0	0	0	0
4264.02	0	1	0	0	1	0	0	0	0
4264.03	0	1	0	0	1	0	0	0	0
4264.04	0	1	0	0	1	0	0	0	0
4264.05	0	1	0	0	1	0	0	0	0
4264.06	0	1	0	0	1	0	0	0	0
4264.07	0	1	0	0	1	0	0	0	0
4264.08	0	1	0	0	1	0	0	0	0
4264.09	0	1	0	0	1	0	0	0	0
4264.1	0	1	0	0	1	0	0	0	0
4264.11	0	1	0	0	1	0	0	0	0
4264.12	0	1	0	0	1	0	0	0	0
4264.13	0	1	0	0	1	0	0	0	0
4264.14	0	1	0	0	1	0	0	0	0
4264.15	0	1	0	0	1	0	0	0	0
4264.16	0	1	0	0	1	0	0	0	0
4264.17	0	1	0	0	1	0	0	0	0
4264.18	0	1	0	0	1	0	0	0	0
4264.19	0	1	0	0	1	0	0	0	0
4264.2	0	1	0	0	1	0	0	0	0
4264.21	0	1	0	0	1	0	0	0	0
4264.22	0	1	0	0	1	0	0	0	0
4264.23	0	1	0	0	1	0	0	0	0
4264.24	0	1	0	0	1	0	0	0	0
4264.25	0	1	0	0	1	0	0	0	0
4264.26	0	1	0	0	1	0	0	0	0
4264.27	0	1	0	0	1	0	0	0	0
4264.28	0	1	0	0	1	0	0	0	0
4264.29	0	1	0	0	1	0	0	0	0
4264.3	0	1	0	0	1	0	0	0	0
4264.31	0	1	0	0	1	0	0	0	0
4264.32	0	1	0	0	1	0	0	0	0
4264.33	0	1	0	0	1	0	0	0	0
4264.34	0	1	0	0	1	0	0	0	0
4264.35	0	1	0	0	1	0	0	0	0
4264.36	0	1	0	0	1	0	0	0	0
4264.37	0	1	0	0	1	0	0	0	0
4264.38	0	1	0	0	1	0	0	0	0
4264.39	0	1	0	0	1	0	0	0	0
4264.4	0	1	0	0	1	0	0	0	0
4264.41	0	1	0	0	1	0	0	0	0
4264.42	0	1	0	0	1	0	0	0	0
4264.43	0	1	0	0	1	0	0	0	0
4264.44	0	1	0	0	1	0	0	0	0
4264.45	0	1	0	0	1	0	0	0	0
4264.46	0	1	0	0	1	0	0	0	0
4264.47	0	1	0	0	1	0	0	0	0
4264.48	0	1	0	0	1	0	0	0	0
4264.49	0	1	0	0	1	0	0	0	0
4264.5	0	1	0	0	1	0	0	0	0
4264.51	0	1	0	0	1	0	0	0	0
4264.52	0	1	0	0	1	0	0	0	0
4264.53	0	1	0	0	1	0	0	0	0
4264.54	0	1	0	0	1	0	0	0	0
4264.55	0	1	0	0	1	0	0	0	0
4264.56	0	1	0	0	1	0	0	0	0
4264.57	0	1	0	0	1	0	0	0	0
4264.58	0	1	0	0	1	0	0	0	0
4264.59	0	1	0	0	1	0	0	0	0
4264.6	0	1	0	0	1	0	0	0	0
4264.61	0	1	0	0	1	0	0	0	0
4264.62	0	1	0	0	1	0	0	0	0
4264.63	0	1	0	0	1	0	0	0	0
4264.64	0	1	0	0	1	0	0	0	0
4264.65	0	1	0	0	1	0	0	0	0
4264.66	0	1	0	0	1	0	0	0	0
4264.67	0	1	0	0	1	0	0	0	0
4264.68	0	1	0	0	1	0	0	0	0
4264.69	0	1	0	0	1	0	0	0	0
4264.7	0	1	0	0	1	0	0	0	0
4264.71	0	1	0	0	1	0	0	0	0
4264.72	0	1	0	0	1	0	0	0	0
4264.73	0	1	0	0	1	0	0	0	0
4264.74	0	1	0	0	1	0	0	0	0
4264.75	0	1	0	0	1	0	0	0	0
4264.76	0	1	0	0	1	0	0	0	0
4264.77	0	1	0	0	1	0	0	0	0
4264.78	0	1	0	0	1	0	0	0	0
4264.79	0	1	0	0	1	0	0	0	0
4264.8	0	1	0	0	1	0	0	0	0
4264.81	0	1	0	0	1	0	0	0	0
4264.82	0	1	0	0	1	0	0	0	0
4264.83	0	1	0	0	1	0	0	0	0
4264.84	0	1	0	0	1	0	0	0	0
4264.85	0	1	0	0	1	0	0	0	0
4264.86	0	1	0	0	1	0	0	0	0
4264.87	0	1	0	0	1	0	0	0	0
4264.88	0	1	0	0	1	0	0	0	0
4264.89	0	1	0	0	1	0	0	0	0
4264.9	0	1	0	0	1	0	0	0	0
4264.91	0	1	0	0	1	0	0	0	0
4264.92	0	1	0	0	1	0	0	0	0
4264.93	0	1	0	0	1	0	0	0	0
4264.94	0	1	0	0	1	0	0	0	0
4264.95	0	1	0	0	1	0	0	0	0
4264.96	0	1	0	0	1	0	0	0	0
4264.97	0	1	0	0	1	0	0	0	0
4264.98	0	1	0	0	1	0	0	0	0
4264.99	0	1	0	0	1	0	0	0	0
4265.0	0	1	0	0	1	0	0	0	0
4265.01	0	1	0	0	1	0	0	0	0
4265.02	0	1	0	0	1	0	0	0	0
4265.03	0	1	0	0	1	0	0	0	0
4265.04	0	1	0	0	1	0	0	0	0
4265.05	0	1	0	0	1	0	0	0	0
4265.06	0	1	0	0	1	0	0	0	0
4265.07	0	1	0	0	1	0	0	0	0
4265.08	0	1	0	0	1	0	0	0	0
4265.09	0	1	0	0	1	0	0	0	0
4265.1	0	1	0	0	1	0	0	0	0
4265.11	0	1	0	0	1	0	0	0	0
4265.12	0	1	0	0	1	0	0	0	0
4265.13	0	1	0	0	1	0	0	0	0
4265.14	0	1	0	0	1	0	0	0	0
4265.15	0	1	0	0	1	0	0	0	0
4265.16	0	1	0	0	1	0	0	0	0
4265.17	0	1	0	0	1	0	0	0	0
4265.18	0	1	0	0	1	0	0	0	0
4265.19	0	1	0	0	1	0	0	0	0
4265.2	0	1	0	0	1	0	0	0	0
4265.21	0	1	0	0	1	0	0	0	0
4265.22	0	1	0	0	1	0	0	0	0
4265.23	0	1	0	0	1	0	0	0	0
4265.24	0	1	0	0	1	0	0	0	0
4265.25	0	1	0	0	1	0	0	0	0
4265.26	0	1	0	0	1	0	0	0	0
4265.27	0	1	0	0	1	0	0	0	0
4265.28	0	1	0	0	1	0	0	0	0
4265.29	0	1	0	0	1	0	0	0	0
4265.3	0	1	0	0	1	0	0	0	0
4265.31	0	1	0	0	1	0	0	0	0
4265.32	0	1	0	0	1	0	0	0	0
4265.33	0	1	0	0	1	0	0	0	0
4265.34	0	1	0	0	1	0	0	0	0
4265.35	0	1	0	0	1	0	0	0	0
4265.36	0	1	0	0	1	0	0	0	0
4265.37	0	1	0	0	1	0	0	0	0
4265.38	0	1	0	0	1	0	0	0	0
4265.39	0	1	0	0	1	0	0	0	0
4265.4	0	1	0	0	1	0	0	0	0
4265.41	0	1	0	0	1	0	0	0	0
4265.42	0	1	0	0	1	0	0	0	0
4265.43	0	1	0	0	1	0	0	0	0
4265.44	0	1	0	0	1	0	0	0	0
4265.45	0	1	0	0	1	0	0	0	0
4265.46	0	1	0	0	1	0	0	0	0
4265.47	0	1	0	0	1	0	0	0	0
4265.48	0	1	0	0	1	0	0	0	0
4265.49	0	1	0	0	1	0	0	0	0
4265.5	0	1	0	0	1	0	0	0	0
4265.51	0	1	0	0	1	0	0	0	0
4265.52	0	1	0	0	1	0	0	0	0
4265.53	0	1	0	0	1	0	0	0	0
4265.54	0	1	0	0	1	0	0	0	0
4265.55	0	1	0	0	1	0	0	0	0
4265.56	0	1	0	0	1	0	0	0	0
4265.57	0	1	0	0	1	0	0	0	0
4265.58	0	1	0	0	1	0	0	0	0
4265.59	0	1	0	0	1	0	0	0	0
4265.6	0	1	0	0	1	0	0	0	0
4265.61	0	1	0	0	1	0	0	0	0
4265.62	0	1	0	0	1	0	0	0	0
4265.63	0	1	0	0	1	0	0	0	0
4265.64	0	1	0	0	1	0	0	0	0
4265.65	0	1	0	0	1	0	0	0	0
4265.66	0	1	0	0	1	0	0	0	0
4265.67	0	1	0	0	1	0	0	0	0
4265.68	0	1	0	0	1	0	0	0	0
4265.69	0	1	0	0	1	0	0	0	0
4265.7	0	1	0	0	1	0	0	0	0
4265.71	0	1	0	0	1	0	0	0	0
4265.72	0	1	0	0	1	0	0	0	0
4265.73	0	1	0	0	1	0	0	0	0
4265.74	0	1	0	0	1	0	0	0	0
4265.75	0	1	0	0	1	0	0	0	0
4265.76	0	1	0	0	1	0	0	0	0
4265.77	0	1	0	0	1	0	0	0	0
4265.78	0	1	0	0	1	0	0	0	0
4265.79	0	1	0	0	1	0	0	0	0
4265.8	0	1	0	0	1	0	0	0	0
4265.81	0	1	0	0	1	0	0	0	0
4265.82	0	1	0	0	1	0	0	0	0
4265.83	0	1	0	0	1	0	0	0	0
4265.84	0	1	0	0	1	0	0	0	0
4265.85	0	1	0	0	1	0	0	0	0
4265.86	0	1	0	0	1	0	0	0	0
4265.87	0	1	0	0	1	0	0	0	0
4265.88	0	1	0	0	1	0	0	0	0
4265.89	0	1	0	0	1	0	0	0	0
4265.9	0	1	0	0	1	0	0	0	0
4265.91	0	1	0	0	1	0	0	0	0
4265.92	0	1	0	0	1	0	0	0	0
4265.93	0	1	0	0	1	0	0	0	0
4265.94	0	1	0	0	1	0	0	0	0
4265.95	0	1	0	0	1	0	0	0	0
4265.96	0	1	0	0	1	0	0	0	0
4265.97	0	1	0	0	1	0	0	0	0
4265.98	0	1	0	0	1	0	0	0	0
4265.99	0	1	0	0	1	0	0	0	0
4266.0	0	1	0	0	1	0	0	0	0
4266.01	0	1	0	0	1	0	0	0	0
4266.02	0	1	0	0	1	0	0	0	0
4266.03	0	1	0	0	1	0	0	0	0
4266.04	0	1	0	0	1	0	0	0	0
4266.05	0	1	0	0	1	0	0	0	0
4266.06	0	1	0	0	1	0	0	0	0
4266.07	0	1	0	0	1	0	0	0	0
4266.08	0	1	0	0	1	0	0	0	0
4266.09	0	1	0	0	1	0	0	0	0
4266.1	0	1	0	0	1	0	0	0	0
4266.11	0	1	0	0	1	0	0	0	0
4266.12	0	1	0	0	1	0	0	0	0
4266.13	0	1	0	0	1	0	0	0	0
4266.14	0	1	0	0	1	0	0	0	0
4266.15	0	1	0	0	1	0	0	0	0
4266.16	0	1	0	0	1	0	0	0	0
4266.17	0	1	0	0	1	0	0	0	0
4266.18	0	1	0	0	1	0	0	0	0
4266.19	0	1	0	0	1	0	0	0	0
4266.2	0	1	0	0	1	0	0	0	0
4266.21	0	1	0	0	1	0	0	0	0
4266.22	0	1	0	0	1	0	0	0	0
4266.23	0	1	0	0	1	0	0	0	0
4266.24	0	1	0	0	1	0	0	0	0
4266.25	0	1	0	0	1	0	0	0	0
4266.26	0	1	0	0	1	0	0	0	0
4266.27	0	1	0	0	1	0	0	0	0
4266.28	0	1	0	0	1	0	0	0	0
4266.29	0	1	0	0	1	0	0	0	0
4266.3	0	1	0	0	1	0	0	0	0
4266.31	0	1	0	0	1	0	0	0	0
4266.32	0	1	0	0	1	0	0	0	0
4266.33	0	1	0	0	1	0	0	0	0
4266.34	0	1	0	0	1	0	0	0	0
4266.35	0	1	0	0	1	0	0	0	0
4266.36	0	1	0	0	1	0	0	0	0
4266.37	0	1	0	0	1	0	0	0	0
4266.38	0	1	0	0	1	0	0	0	0
4266.39	0	1	0	0	1	0	0	0	0
4266.4	0	1	0	0	1	0	0	0	0
4266.41	0	1	0	0	1	0	0	0	0
4266.42	0	1	0	0	1	0	0	0	0
4266.43	0	1	0	0	1	0	0	0	0
4266.44	0	1	0	0	1	0	0	0	0
4266.45	0	1	0	0	1	0	0	0	0
4266.46	0	1	0	0	1	0	0	0	0
4266.47	0	1	0	0	1	0	0	0	0
4266.48	0	1	0	0	1	0	0	0	0
4266.49	0	1	0	0	1	0	0	0	0
4266.5	0	1	0	0	1	0	0	0	0
4266.51	0	1	0	0	1	0	0	0	0
4266.52	0	1	0	0	1	0	0	0	0
4266.53	0	1	0	0	1	0	0	0	0
4266.54	0	1	0	0	1	0	0	0	0
4266.55	0	1	0	0	1	0	0	0	0
4266.56	0	1	0	0	1	0	0	0	0
4266.57	0	1	0	0	1	0	0	0	0
4266.58	0	1	0	0	1	0	0	0	0
4266.59	0	1	0	0	1	0	0	0	0
4266.6	0	1	0	0	1	0	0	0	0
4266.61	0	1	0	0	1	0	0	0	0
4266.62	0	1	0	0	1	0	0	0	0
4266.63	0	1	0	0	1	0	0	0	0
4266.64	0	1	0	0	1	0	0	0	0
4266.65	0	1	0	0	1	0	0	0	0
4266.66	0	1	0	0	1	0	0	0	0
4266.67	0	1	0	0	1	0	0	0	0
4266.68	0	1	0	0	1	0	0	0	0
4266.69	0	1	0	0	1	0	0	0	0
4266.7	0	1	0	0	1	0	0	0	0
4266.71	0	1	0	0	1	0	0	0	0
4266.72	0	1	0	0	1	0	0	0	0
4266.73	0	1	0	0	1	0	0	0	0
4266.74	0	1	0	0	1	0	0	0	0
4266.75	0	1	0	0	1	0	0	0	0
4266.76	0	1	0	0	1	0	0	0	0
4266.77	0	1	0	0	1	0	0	0	0
4266.78	0	1	0	0	1	0	0	0	0
4266.79	0	1	0	0	1	0	0	0	0
4266.8	0	1	0	0	1	0	0	0	0
4266.81	0	1	0	0	1	0	0	0	0
4266.82	0	1	0	0	1	0	0	0	0
4266.83	0	1	0	0	1	0	0	0	0
4266.84	0	1	0	0	1	0	0	0	0
4266.85	0	1	0	0	1	0	0	0	0
4266.86	0	1	0	0	1	0	0	0	0
4266.87	0	1	0	0	1	0	0	0	0
4266.88	0	1	0	0	1	0	0	0	0
4266.89	0	1	0	0	1	0	0	0	0
4266.9	0	1	0	0	1	0	0	0	0
4266.91	0	1	0	0	1	0	0	0	0
4266.92	0	1	0	0	1	0	0	0	0
4266.93	0	1	0	0	1	0	0	0	0
4266.94	0	1	0	0	1	0	0	0	0
4266.95	0	1	0	0	1	0	0	0	0
4266.96	0	1	0	0	1	0	0	0	0
4266.97	0	1	0	0	1	0	0	0	0
4266.98	0	1	0	0	1	0	0	0	0
4266.99	0	1	0	0	1	0	0	0	0
4267.0	0	1	0	0	1	0	0	0	0
4267.01	0	1	0	0	1	0	0	0	0
4267.02	0	1	0	0	1	0	0	0	0
4267.03	0	1	0	0	1	0	0	0	0
4267.04	0	1	0	0	1	0	0	0	0
4267.05	0	1	0	0	1	0	0	0	0
4267.06	0	1	0	0	1	0	0	0	0
