"","Behavior 0","Behavior 1","Mating ID"
"105","Leg Showcase","Abdomen Tapping","g1.J201xG43"
"106","Abdomen Tapping","Leg Showcase","g1.J201xG43"
"107","Leg Showcase","Freezing","g1.J201xG43"
"108","Freezing","Leg Showcase","g1.J201xG43"
"109","Leg Showcase","Freezing","g1.J201xG43"
"110","Freezing","Leg Showcase","g1.J201xG43"
"111","Leg Showcase","Freezing","g1.J201xG43"
"112","Freezing","Abdomen Tapping","g1.J201xG43"
"113","Abdomen Tapping","Leg Showcase","g1.J201xG43"
"114","Leg Showcase","Freezing","g1.J201xG43"
"115","Freezing","Abdomen Tapping","g1.J201xG43"
"116","Abdomen Tapping","Leg Showcase","g1.J201xG43"
"117","Leg Showcase","Freezing","g1.J201xG43"
"118","Freezing","Leg Showcase","g1.J201xG43"
"119","Leg Showcase","Freezing","g1.J201xG43"
"120","Freezing","Mounting.Start","g1.J201xG43"
"121","Mounting.Start","Leg Showcase + Mounted + Pedipalp Showcase","g1.J201xG43"
"122","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g1.J201xG43"
"123","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g1.J201xG43"
"124","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g1.J201xG43"
"125","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g1.J201xG43"
"126","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g1.J201xG43"
"127","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g1.J201xG43"
"128","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g1.J201xG43"
"129","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g1.J201xG43"
"130","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g1.J201xG43"
"131","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g1.J201xG43"
"132","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g1.J201xG43"
"133","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g1.J201xG43"
"134","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g1.J201xG43"
"135","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g1.J201xG43"
"136","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g1.J201xG43"
"137","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g1.J201xG43"
"138","Leg Showcase + Mounted + Pedipalp Showcase","Retreat","g1.J201xG43"
