"","Behavior 0","Behavior 1","Mating ID"
"82","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g1.J124xG42"
"83","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Pedipalp Showcase","g1.J124xG42"
"84","Mounted + Pedipalp Showcase","Mounted + Freezing","g1.J124xG42"
"85","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g1.J124xG42"
"86","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g1.J124xG42"
"87","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g1.J124xG42"
"88","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g1.J124xG42"
"89","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g1.J124xG42"
"90","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g1.J124xG42"
"91","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g1.J124xG42"
"92","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g1.J124xG42"
"93","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g1.J124xG42"
"94","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g1.J124xG42"
