"","Behavior 0","Behavior 1","Mating ID"
"108","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g1.G30xJ210"
"109","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g1.G30xJ210"
"110","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g1.G30xJ210"
"111","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g1.G30xJ210"
"112","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g1.G30xJ210"
"113","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g1.G30xJ210"
"114","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g1.G30xJ210"
"115","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g1.G30xJ210"
"116","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g1.G30xJ210"
"117","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g1.G30xJ210"
"118","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g1.G30xJ210"
"119","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g1.G30xJ210"
"120","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g1.G30xJ210"
"121","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g1.G30xJ210"
"122","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g1.G30xJ210"
"123","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g1.G30xJ210"
"124","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g1.G30xJ210"
"125","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g1.G30xJ210"
"126","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g1.G30xJ210"
"127","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g1.G30xJ210"
"128","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g1.G30xJ210"
"129","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g1.G30xJ210"
"130","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g1.G30xJ210"
"131","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g1.G30xJ210"
"132","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g1.G30xJ210"
"133","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g1.G30xJ210"
"134","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g1.G30xJ210"
"135","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g1.G30xJ210"
"136","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g1.G30xJ210"
"137","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g1.G30xJ210"
"138","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g1.G30xJ210"
"139","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g1.G30xJ210"
"140","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g1.G30xJ210"
"141","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g1.G30xJ210"
"142","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g1.G30xJ210"
"143","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g1.G30xJ210"
"144","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g1.G30xJ210"
"145","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g1.G30xJ210"
"146","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g1.G30xJ210"
"147","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g1.G30xJ210"
"148","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g1.G30xJ210"
"149","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g1.G30xJ210"
"150","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g1.G30xJ210"
"151","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g1.G30xJ210"
"152","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g1.G30xJ210"
"153","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g1.G30xJ210"
"154","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g1.G30xJ210"
"155","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g1.G30xJ210"
"156","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g1.G30xJ210"
"157","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g1.G30xJ210"
"158","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g1.G30xJ210"
"159","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g1.G30xJ210"
"160","Mounted + Freezing","Leg Showcase + Mounted","g1.G30xJ210"
"161","Leg Showcase + Mounted","Mounted + Freezing","g1.G30xJ210"
"162","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g1.G30xJ210"
"163","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g1.G30xJ210"
"164","Mounted + Freezing","Leg Showcase + Mounted","g1.G30xJ210"
"165","Leg Showcase + Mounted","Mounted + Freezing","g1.G30xJ210"
"166","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g1.G30xJ210"
"167","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g1.G30xJ210"
"168","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g1.G30xJ210"
"169","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g1.G30xJ210"
"170","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g1.G30xJ210"
"171","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g1.G30xJ210"
"172","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g1.G30xJ210"
"173","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g1.G30xJ210"
"174","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g1.G30xJ210"
"175","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g1.G30xJ210"
"176","Mounted + Freezing","Leg Showcase + Mounted","g1.G30xJ210"
"177","Leg Showcase + Mounted","Mounted + Freezing","g1.G30xJ210"
"178","Mounted + Freezing","Leg Showcase + Mounted","g1.G30xJ210"
"179","Leg Showcase + Mounted","Leg Showcase + Mounted + Pedipalp Showcase","g1.G30xJ210"
"180","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g1.G30xJ210"
"181","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g1.G30xJ210"
"182","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g1.G30xJ210"
"183","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g1.G30xJ210"
"184","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g1.G30xJ210"
"185","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g1.G30xJ210"
"186","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g1.G30xJ210"
"187","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g1.G30xJ210"
"188","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g1.G30xJ210"
"189","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g1.G30xJ210"
"190","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g1.G30xJ210"
"191","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g1.G30xJ210"
"192","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g1.G30xJ210"
"193","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g1.G30xJ210"
"194","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g1.G30xJ210"
"195","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g1.G30xJ210"
"196","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g1.G30xJ210"
"197","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g1.G30xJ210"
"198","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g1.G30xJ210"
"199","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g1.G30xJ210"
"200","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g1.G30xJ210"
"201","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g1.G30xJ210"
"202","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g1.G30xJ210"
"203","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g1.G30xJ210"
"204","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g1.G30xJ210"
"205","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g1.G30xJ210"
"206","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g1.G30xJ210"
"207","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g1.G30xJ210"
"208","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g1.G30xJ210"
"209","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g1.G30xJ210"
"210","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g1.G30xJ210"
"211","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g1.G30xJ210"
"212","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g1.G30xJ210"
"213","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g1.G30xJ210"
"214","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g1.G30xJ210"
"215","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g1.G30xJ210"
"216","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g1.G30xJ210"
"217","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g1.G30xJ210"
"218","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g1.G30xJ210"
"219","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g1.G30xJ210"
"220","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g1.G30xJ210"
"221","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g1.G30xJ210"
"222","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g1.G30xJ210"
"223","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g1.G30xJ210"
"224","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g1.G30xJ210"
"225","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g1.G30xJ210"
"226","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g1.G30xJ210"
"227","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g1.G30xJ210"
