"","Behavior 0","Behavior 1","Mating ID"
"26","Leg Showcase + Pedipalp Showcase","Freezing","g1.J190xJ42"
"27","Freezing","Abdomen Tapping","g1.J190xJ42"
"28","Abdomen Tapping","Freezing","g1.J190xJ42"
"29","Freezing","Leg Showcase","g1.J190xJ42"
"30","Leg Showcase","Leg Showcase + Pedipalp Showcase","g1.J190xJ42"
"31","Leg Showcase + Pedipalp Showcase","Freezing","g1.J190xJ42"
"32","Freezing","Abdomen Tapping","g1.J190xJ42"
"33","Abdomen Tapping","Leg Showcase + Pedipalp Showcase","g1.J190xJ42"
"34","Leg Showcase + Pedipalp Showcase","Pedipalp Showcase","g1.J190xJ42"
"35","Pedipalp Showcase","Retreat","g1.J190xJ42"
"36","Retreat","Freezing","g1.J190xJ42"
"37","Freezing","Abdomen Tapping","g1.J190xJ42"
"38","Abdomen Tapping","Leg Showcase","g1.J190xJ42"
"39","Leg Showcase","Leg Showcase + Pedipalp Showcase","g1.J190xJ42"
"40","Leg Showcase + Pedipalp Showcase","Leg Showcase","g1.J190xJ42"
"41","Leg Showcase","Abdomen Tapping","g1.J190xJ42"
"42","Abdomen Tapping","Leg Showcase","g1.J190xJ42"
"43","Leg Showcase","Freezing","g1.J190xJ42"
"44","Freezing","Mounting.Start","g1.J190xJ42"
"45","Mounting.Start","Leg Showcase + Mounted + Pedipalp Showcase","g1.J190xJ42"
"46","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g1.J190xJ42"
"47","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g1.J190xJ42"
"48","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g1.J190xJ42"
"49","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g1.J190xJ42"
"50","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g1.J190xJ42"
"51","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g1.J190xJ42"
"52","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g1.J190xJ42"
"53","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g1.J190xJ42"
"54","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g1.J190xJ42"
"55","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g1.J190xJ42"
"56","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g1.J190xJ42"
"57","Mounted + Freezing","Mounted + Pedipalp Showcase","g1.J190xJ42"
"58","Mounted + Pedipalp Showcase","Mounted + Freezing","g1.J190xJ42"
"59","Mounted + Freezing","Leg Showcase + Mounted","g1.J190xJ42"
"60","Leg Showcase + Mounted","Mounted + Freezing","g1.J190xJ42"
"61","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g1.J190xJ42"
"62","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g1.J190xJ42"
"63","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g1.J190xJ42"
"64","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g1.J190xJ42"
"65","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g1.J190xJ42"
"66","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g1.J190xJ42"
"67","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g1.J190xJ42"
"68","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g1.J190xJ42"
"69","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g1.J190xJ42"
"70","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g1.J190xJ42"
"71","Mounted + Freezing","Mounted + Pedipalp Showcase","g1.J190xJ42"
"72","Mounted + Pedipalp Showcase","Leg Showcase + Mounted + Pedipalp Showcase","g1.J190xJ42"
"73","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g1.J190xJ42"
"74","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g1.J190xJ42"
"75","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g1.J190xJ42"
"76","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g1.J190xJ42"
"77","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g1.J190xJ42"
"78","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g1.J190xJ42"
"79","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g1.J190xJ42"
"80","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g1.J190xJ42"
"81","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g1.J190xJ42"
"82","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g1.J190xJ42"
"83","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g1.J190xJ42"
"84","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g1.J190xJ42"
"85","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g1.J190xJ42"
"86","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g1.J190xJ42"
"87","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g1.J190xJ42"
"88","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g1.J190xJ42"
"89","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g1.J190xJ42"
"90","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g1.J190xJ42"
"91","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g1.J190xJ42"
"92","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g1.J190xJ42"
"93","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g1.J190xJ42"
"94","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g1.J190xJ42"
"95","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g1.J190xJ42"
"96","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g1.J190xJ42"
"97","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g1.J190xJ42"
"98","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g1.J190xJ42"
"99","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g1.J190xJ42"
"100","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g1.J190xJ42"
"101","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g1.J190xJ42"
"102","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g1.J190xJ42"
"103","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g1.J190xJ42"
"104","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g1.J190xJ42"
"105","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g1.J190xJ42"
"106","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g1.J190xJ42"
"107","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g1.J190xJ42"
"108","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g1.J190xJ42"
"109","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g1.J190xJ42"
"110","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g1.J190xJ42"
"111","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g1.J190xJ42"
"112","Mounted + Freezing","Leg Showcase + Mounted + Pedipalp Showcase","g1.J190xJ42"
"113","Leg Showcase + Mounted + Pedipalp Showcase","Mounted + Freezing","g1.J190xJ42"
"114","Mounted + Freezing","Retreat","g1.J190xJ42"
